Transaction ID,Date,Description,Category,Sub-Category,Account,Type,Amount,Counterparty,Notes,Flag
TXN-00549,2025-12-10,Client payment - invoice OR-7939,Revenue,Client Payment,Hong Leong Bank,Inflow,29197.00,IHH Healthcare Berhad,,
TXN-00545,2025-12-11,Client payment - invoice OR-8300,Revenue,Client Payment,Maybank,Inflow,24359.00,MISC Berhad,Urgent payment,
TXN-00604,2025-12-12,Staff salary - Dec 2025,Payroll,Salary,RHB Bank,Outflow,23909.00,Payroll - Internal,One-off purchase,
TXN-00636,2025-12-12,Staff salary - Dec 2025,Payroll,Salary,Hong Leong Bank,Outflow,25433.50,Payroll - Internal,,
TXN-00157,2025-12-13,Consulting fee - surveillance camera system,Revenue,Consulting Fee,CIMB,Inflow,14008.50,PwC Malaysia,Urgent payment,
TXN-00304,2025-12-13,Electricity & water bill - Dec 2025,Operating Expenses,Utilities,CIMB,Outflow,699.00,Tenaga Nasional Berhad (TNB),Approved by CFO,
TXN-00696,2025-12-13,Subcontractor payment - Warehouse Expansion,Cost of Goods,Subcontractor,Hong Leong Bank,Outflow,32593.50,Mudajaya Group Berhad,Recurring monthly,
TXN-00177,2025-12-14,Monthly retainer - Dec 2025,Revenue,Retainer Fee,RHB Bank,Inflow,3919.50,Alliance Bank Malaysia,,
TXN-00498,2025-12-14,Client payment - invoice SO-9821,Revenue,Client Payment,Hong Leong Bank,Inflow,28449.50,Hartalega Holdings Berhad,Recurring monthly,
TXN-00561,2025-12-14,EPF employer contribution - Dec 2025,Payroll,EPF Contribution,RHB Bank,Outflow,4641.00,Kumpulan Wang Simpanan Pekerja (KWSP),One-off purchase,
TXN-00182,2025-12-16,Vehicle hire purchase - Dec 2025,Loan Repayment,Hire Purchase,Hong Leong Bank,Outflow,1951.50,RHB Hire Purchase,,
TXN-00377,2025-12-16,Client payment - invoice INV-8767,Revenue,Client Payment,Maybank,Inflow,24432.00,Sime Darby Property Berhad,One-off purchase,
TXN-00425,2025-12-16,Vehicle hire purchase - Dec 2025,Loan Repayment,Hire Purchase,CIMB,Outflow,1794.00,RHB Hire Purchase,,
TXN-00407,2025-12-17,Office rental - Dec 2025,Operating Expenses,Office Rent,RHB Bank,Outflow,4911.00,Pavilion REIT,Urgent payment,
TXN-00559,2025-12-17,Client payment - invoice PO-6822,Revenue,Client Payment,Hong Leong Bank,Inflow,52784.50,IHH Healthcare Berhad,Urgent payment,Large Transaction
TXN-00441,2025-12-18,Client payment - invoice PO-2417,Revenue,Client Payment,RHB Bank,Inflow,31197.00,Axiata Group Berhad,,
TXN-00257,2025-12-19,Materials purchase - PO INV-9204,Cost of Goods,Materials & Supplies,Maybank,Outflow,16774.00,Nippon Paint Malaysia,,
TXN-00299,2025-12-19,Client payment - invoice SO-5945,Revenue,Client Payment,Maybank,Inflow,43121.00,Hartalega Holdings Berhad,Urgent payment,
TXN-00491,2025-12-19,Staff salary - Dec 2025,Payroll,Salary,Maybank,Outflow,23318.00,Payroll - Internal,One-off purchase,
TXN-00141,2025-12-20,Staff salary - Dec 2025,Payroll,Salary,CIMB,Outflow,24315.50,Payroll - Internal,Partial payment - balance next month,
TXN-00677,2025-12-20,Consulting fee - surveillance camera system,Revenue,Consulting Fee,Hong Leong Bank,Inflow,17127.50,PwC Malaysia,One-off purchase,
TXN-00099,2025-12-21,Monthly retainer - Dec 2025,Revenue,Retainer Fee,RHB Bank,Inflow,10387.50,Alliance Bank Malaysia,Direct debit,
TXN-00116,2025-12-23,Electricity & water bill - Dec 2025,Operating Expenses,Utilities,RHB Bank,Outflow,785.00,Tenaga Nasional Berhad (TNB),Urgent payment,
TXN-00302,2025-12-23,Client payment - invoice PO-2975,Revenue,Client Payment,RHB Bank,Inflow,15932.50,Sime Darby Property Berhad,Partial payment - balance next month,
TXN-00555,2025-12-23,Project milestone payment - Warehouse Expansion,Revenue,Project Payment,Maybank,Inflow,51311.50,Sunway Group,Urgent payment,Large Transaction
TXN-00574,2025-12-23,Software licence - Microsoft 365 annual renewal,CAPEX,Software & Licences,Maybank,Outflow,3859.00,Oracle Malaysia,One-off purchase,
TXN-00296,2025-12-24,Electricity & water bill - Dec 2025,Operating Expenses,Utilities,RHB Bank,Outflow,920.00,Tenaga Nasional Berhad (TNB),Direct debit,
TXN-00342,2025-12-24,Materials purchase - PO PO-1462,Cost of Goods,Materials & Supplies,CIMB,Outflow,19538.50,Ann Joo Resources Berhad,Approved by CFO,
TXN-00468,2025-12-24,Sales & Service Tax - Dec 2025,Tax,SST Payment,Hong Leong Bank,Outflow,4245.50,Lembaga Hasil Dalam Negeri (LHDN),One-off purchase,
TXN-00478,2025-12-24,EPF employer contribution - Dec 2025,Payroll,EPF Contribution,CIMB,Outflow,3771.50,Kumpulan Wang Simpanan Pekerja (KWSP),,
TXN-00547,2025-12-24,Staff salary - Dec 2025,Payroll,Salary,RHB Bank,Outflow,23940.00,Payroll - Internal,One-off purchase,
TXN-00084,2025-12-25,Internet & phone - Dec 2025,Operating Expenses,Telecommunications,RHB Bank,Outflow,393.00,Maxis Business,,
TXN-00205,2025-12-25,Client payment - invoice INV-4125,Revenue,Client Payment,RHB Bank,Inflow,20985.50,Maxis Berhad,Approved by CFO,
TXN-00493,2025-12-25,Project milestone payment - Warehouse Expansion,Revenue,Project Payment,CIMB,Inflow,62488.00,Malaysian Resources Corporation Berhad,One-off purchase,Large Transaction
TXN-00513,2025-12-25,Staff salary - Dec 2025,Payroll,Salary,Maybank,Outflow,32525.00,Payroll - Internal,,
TXN-00039,2025-12-26,Project milestone payment - Office Renovation Phase 1,Revenue,Project Payment,CIMB,Inflow,40692.00,Malaysian Resources Corporation Berhad,Direct debit,
TXN-00397,2025-12-26,Project milestone payment - Website Redevelopment,Revenue,Project Payment,Hong Leong Bank,Inflow,53146.00,Sunway Group,,Large Transaction
TXN-00280,2025-12-27,Consulting fee - HR audit and benchmarking,Revenue,Consulting Fee,Maybank,Inflow,19510.50,KPMG Malaysia,Recurring monthly,
TXN-00676,2025-12-27,Professional services - digital strategy review,Operating Expenses,Professional Services,Maybank,Outflow,7342.50,Lee Hishammuddin Allen & Gledhill,,
TXN-00586,2025-12-28,Equipment purchase - ISO 9001 gap assessment,CAPEX,Equipment Purchase,Hong Leong Bank,Outflow,11743.00,Canon Marketing Malaysia,One-off purchase,
TXN-00091,2025-12-30,Materials purchase - PO SO-6091,Cost of Goods,Materials & Supplies,Maybank,Outflow,12606.50,Cahya Mata Sarawak Berhad,,
TXN-00277,2025-12-30,Client payment - invoice INV-1370,Revenue,Client Payment,CIMB,Inflow,63389.00,Telekom Malaysia Berhad,Approved by CFO,Large Transaction
TXN-00331,2025-12-31,Client payment - invoice SO-6828,Revenue,Client Payment,Hong Leong Bank,Inflow,25953.00,Petronas Dagangan Sdn Bhd,,
TXN-00558,2025-12-31,SOCSO and EIS contribution - Dec 2025,Payroll,SOCSO & EIS,Hong Leong Bank,Outflow,501.00,PERKESO,,
TXN-00612,2025-12-31,Office supplies purchase,Operating Expenses,Office Supplies,Hong Leong Bank,Outflow,746.50,Harvey Norman Malaysia,Direct debit,
